"region","year","e_r","e_f","e_m","e_02","e_34","e_58","f_02","f_34","f_58","m_02","m_34","m_58","gva","lag_gva","laglag_gva","laglaglag_gva","lag_r_15_24","lag_r_25_44","lag_r_45_64","lag_pop_02","lag_pop_58","lag_r_f_m_02","lag_r_f_m_58"
"SE22","2009",71.1,69,73.1,46.1,76.8,85.3,41.3,73.9,85.6,50.8,79.2,85.1,0.753164775455964,0.670170394210191,0.76504938540753,0.685411261109655,0.198634606923556,0.410928799818129,0.390436593258315,20.4,46,2,1.69152542372881
"SE22","2010",71.6,69.4,73.7,46.2,76.5,86.3,41.1,73.1,86.2,51,79.3,86.3,0.756134327503066,0.753164775455964,0.670170394210191,0.76504938540753,0.201235590289645,0.410751406091888,0.388013003618466,20.2,44.9,2.00995024875622,1.6504854368932
"SE22","2011",71.6,68.9,74.1,46.5,77,84.7,40.8,73.6,83.5,51.6,79.9,86.2,0.716857253895163,0.756134327503066,0.753164775455964,0.670170394210191,0.203323762367436,0.410194412096753,0.386481825535811,19.5,44.5,1.96969696969697,1.62460567823344
"SE22","2012",71.4,68.9,73.8,45.4,76.9,84.8,40.1,73.4,83.2,50,79.8,86.8,0.734064795255829,0.716857253895163,0.756134327503066,0.753164775455964,0.204353668309226,0.409093625894885,0.386552705795889,19.6,44.1,1.92610837438424,1.64444444444444
"SE22","2013",72.2,70.1,74.2,44,78,85,38.2,75.2,84.1,49.1,80.4,86.3,0.748483603541162,0.734064795255829,0.716857253895163,0.756134327503066,0.203018612116318,0.408795313242483,0.388186074641199,19,44.4,1.91414141414141,1.62264150943396
"SE22","2014",72.2,70.5,73.8,43.1,77.6,85.1,36.4,75.3,84.6,48.8,79.5,85.7,0.770715639195,0.748483603541162,0.734064795255829,0.716857253895163,0.200940225512236,0.409024701703979,0.390035072783786,17.8,44.3,1.8586387434555,1.59501557632399
"SE22","2015",73.4,72,74.9,43,78.9,85.5,36.8,76.4,85.5,48.3,81,85.5,0.773260925148779,0.770715639195,0.748483603541162,0.734064795255829,0.197916608973159,0.411149598065486,0.390933792961355,17.1,44,1.79473684210526,1.57228915662651
"SE22","2016",73.8,72.8,74.8,43.3,78.8,85.3,38.2,76.5,85.8,47.9,80.7,84.8,0.743757719346058,0.773260925148779,0.770715639195,0.748483603541162,0.194350593876595,0.415256152341059,0.390393253782346,15.5,43.6,1.79190751445087,1.49287749287749
"SE22","2017",73.9,72.5,75.3,43.4,78.8,85.6,38.1,75.3,85.9,48.1,81.6,85.2,0.756358654398015,0.743757719346058,0.773260925148779,0.770715639195,0.190626763302491,0.418744282106486,0.390628954591023,14.7,42.5,1.88461538461538,1.42048517520216
"SE23","2006",74.3,71.6,76.9,53,81.3,86,47.8,77.9,85.4,57.9,84.2,86.9,0.491711571193552,0.470151382350708,0.470151382350708,0.49645756863243,0.189548560117489,0.416533639827172,0.393917800055339,17.7,54.1,1.77,1.86206896551724
"SE23","2007",74.7,72,77.3,51.6,81.7,88.2,46.1,78,87.8,56.9,84.9,88.6,0.413032055405265,0.491711571193552,0.470151382350708,0.470151382350708,0.192806963700933,0.413672940787632,0.393520095511435,22.1,48.3,1.92173913043478,1.93117408906883
"SE23","2008",74.5,72.2,76.7,50,81.5,89.4,45,78,89.3,54.6,84.5,89.6,0.499825018106822,0.413032055405265,0.491711571193552,0.470151382350708,0.197077984895389,0.409896889677626,0.393025125426985,20.7,48.1,1.95283018867925,1.80608365019011
"SE23","2009",71.7,69.5,73.8,46.1,78,87.9,42.1,74.7,86.8,49.8,80.7,89.3,0.496558264974713,0.499825018106822,0.413032055405265,0.491711571193552,0.200822504409229,0.407244792308947,0.391932703281824,21,48,1.93548387096774,1.83783783783784
"SE23","2010",72.3,70,74.6,46.6,78.6,86.7,43.4,75,85.7,49.8,81.5,88,0.466400900460947,0.496558264974713,0.499825018106822,0.413032055405265,0.204522743254747,0.404066274350149,0.391410982395105,20.5,47.6,1.92488262910798,1.79182156133829
"SE23","2011",74.2,72.1,76.1,48.4,80.2,87.4,46.3,76.3,86.7,50.4,83.3,88.3,0.49570272203492,0.466400900460947,0.496558264974713,0.499825018106822,0.206690794304655,0.401387898578783,0.391921307116562,19.8,47.2,2,1.70462633451957
"SE23","2012",74.6,73.3,75.9,48.6,79.8,87.3,45.8,76.9,87.2,51.2,82.2,87.4,0.489082654025899,0.49570272203492,0.466400900460947,0.496558264974713,0.206509726990355,0.400516593101193,0.392973679908452,18.9,47,2.02139037433155,1.65614035087719
"SE23","2013",74.8,73.3,76.3,46.8,80.4,88.3,42.8,76.9,88,50.2,83.2,88.6,0.488992725516105,0.489082654025899,0.49570272203492,0.466400900460947,0.204936422997735,0.400291954814026,0.394771622188239,17.5,47,1.92857142857143,1.62328767123288
"SE23","2014",75.9,74.1,77.6,48.3,81.1,88,44.5,77.3,87.5,51.7,84.1,88.7,0.486436195160729,0.488992725516105,0.489082654025899,0.49570272203492,0.202879946328273,0.400371447623022,0.396748606048705,17.5,46,1.89189189189189,1.60457516339869
"SE23","2015",76.8,75.4,78.2,49.2,81.7,88.9,45.7,78.4,87.9,52.1,84.3,90.4,0.525787003252278,0.486436195160729,0.488992725516105,0.489082654025899,0.200047874565371,0.403123447753,0.396828677681629,16.8,44.4,1.87709497206704,1.55246913580247
"SE23","2016",77,75.8,78.2,47.8,82.5,88.5,43.6,80.2,87.7,51.3,84.3,89.5,0.539467523823054,0.525787003252278,0.486436195160729,0.488992725516105,0.196993899959333,0.406945912972753,0.396060187067914,16.4,44.4,1.85227272727273,1.54658385093168
"SE23","2017",77.9,76.1,79.7,49.2,83.9,88.3,44.1,81.3,87.3,53.7,85.8,89.6,0.528358239937285,0.539467523823054,0.525787003252278,0.486436195160729,0.192086027835484,0.412142585088584,0.395771387075932,15.5,44.4,1.89024390243902,1.486646884273
"SE31","2006",70.8,68.1,73.3,49.8,77.5,86.3,45.6,72.5,87.2,53.8,81.4,84.8,-0.609961217715202,-0.599114721850856,-0.599114721850856,-0.605692930787544,0.187718568971501,0.376066387762807,0.436215043265692,18.7,57.9,1.8423645320197,2.18023255813953
"SE31","2007",73,70.5,75.3,51.2,81.4,86.1,47.3,76.8,86.9,54.7,85.1,84.6,-0.617749366050509,-0.609961217715202,-0.599114721850856,-0.599114721850856,0.191349946915294,0.372069657769835,0.436580395314871,23.8,52.2,2.02553191489362,2.35838150289017
"SE31","2008",72.2,69.5,74.7,48.4,81,86.2,45.1,75.5,86.5,51.4,85.5,85.7,-0.625726368275292,-0.617749366050509,-0.609961217715202,-0.599114721850856,0.19591971117822,0.368173974251266,0.435906314570514,24.2,52.6,1.932,2.50602409638554
"SE31","2009",69.7,67.2,72,46.3,76.1,85.9,43.5,71.9,84.5,49,79.4,88.3,-0.630431571028201,-0.625726368275292,-0.617749366050509,-0.609961217715202,0.20039305724841,0.364205334618328,0.435401608133262,23.6,52.9,1.95435684647303,2.44311377245509
"SE31","2010",70.6,67.8,73.3,46.1,76.7,87.5,41.8,72.4,86.7,50.3,80.2,88.8,-0.620254496051856,-0.630431571028201,-0.625726368275292,-0.617749366050509,0.204128079918355,0.361276103450039,0.434595816631606,21.4,53.3,2.03809523809524,2.12903225806452
"SE31","2011",72,69.4,74.6,45.6,79.4,87.3,40.8,75.5,87.4,50.3,82.5,87,-0.626286218323219,-0.620254496051856,-0.630431571028201,-0.625726368275292,0.206720165634937,0.358617526779615,0.434662307585448,20.7,52.9,2.01951219512195,2.01485148514851
"SE31","2012",72.8,70.5,74.9,44.9,80,88.4,41.6,75.5,88.2,47.8,83.6,88.8,-0.623507530167019,-0.626286218323219,-0.620254496051856,-0.630431571028201,0.207858984691309,0.357503976967091,0.4346370383416,20.7,52.1,1.98086124401914,1.9952380952381
"SE31","2013",73.3,71.6,74.8,43.8,80.3,88.7,40,76.7,88.7,47,82.9,88.6,-0.630416071981071,-0.623507530167019,-0.626286218323219,-0.620254496051856,0.206815233596004,0.35688009448392,0.436304671920076,19.2,53.5,1.96410256410256,1.90697674418605
"SE31","2014",72.2,70.5,73.9,42.9,79.6,86.8,39.8,76.2,87.1,45.7,82.1,86.4,-0.636812166525983,-0.630416071981071,-0.623507530167019,-0.626286218323219,0.20476816431924,0.357477552790251,0.437754282890509,18,54.6,1.93513513513514,1.90243902439024
"SE31","2015",72.8,72.1,73.5,42.8,80.3,86.7,40.9,77.5,87.6,44.4,82.4,85.3,-0.653495641624019,-0.636812166525983,-0.630416071981071,-0.623507530167019,0.20205960674875,0.361274283412108,0.436666109839142,18.3,53.4,1.9572192513369,1.89903846153846
"SE31","2016",74.3,74,74.6,43.1,81.6,89.3,42.2,78.8,90.7,43.9,83.6,87.2,-0.652199296983461,-0.653495641624019,-0.636812166525983,-0.630416071981071,0.197882821300412,0.368129082404651,0.433988096294937,17.7,51.7,1.91847826086957,1.81057268722467
"SE31","2017",75.5,74.6,76.2,43.4,83.2,90.1,42.8,79.1,91.1,44,86.1,88.6,-0.657721405894537,-0.652199296983461,-0.653495641624019,-0.636812166525983,0.193879543836046,0.37422054237034,0.431899913793614,17,50.4,1.91573033707865,1.714859437751
"SE32","2006",73.1,71.2,74.9,54.3,77.8,86.7,52,74.8,84.6,56.3,80.1,90,-0.520434076636153,-0.515278712305871,-0.515278712305871,-0.517273020306356,0.183504401318696,0.378360466301873,0.438135132379431,17.4,56.9,1.70098039215686,1.97607655502392
"SE32","2007",74.9,72.4,77.4,53.1,80.7,88.3,48.4,78.1,87.1,57.9,82.5,90.2,-0.530359871060575,-0.520434076636153,-0.515278712305871,-0.515278712305871,0.187333706170454,0.374993644821801,0.437672649007745,21.3,52.3,1.95412844036697,2.12953367875648
"SE32","2008",72.5,70.7,74.1,47,78.7,88.4,41.9,77.8,87.7,52.1,79.3,89.5,-0.510419546679244,-0.530359871060575,-0.520434076636153,-0.515278712305871,0.191792729497648,0.37264805789396,0.435559212608393,20.1,52.4,2.04591836734694,1.94230769230769
"SE32","2009",70.6,70,71.1,45.4,75.3,88.9,43.2,73.4,88.2,47.5,76.7,89.9,-0.489098530321719,-0.510419546679244,-0.530359871060575,-0.520434076636153,0.194642283162186,0.370781242070004,0.43457647476781,19.4,52.3,2.12568306010929,1.80616740088106
"SE32","2010",70,66.7,73,45.3,75.2,87.4,41.5,70.3,85.9,49,78.8,89.5,-0.487220903986855,-0.489098530321719,-0.510419546679244,-0.530359871060575,0.197562706347756,0.369078323978194,0.43335896967405,19.7,51.1,2.0360824742268,1.82553191489362
"SE32","2011",72.5,69.8,75,45.8,78.2,88.2,44.1,73,86.9,47.5,81.9,90.5,-0.507496006561307,-0.487220903986855,-0.489098530321719,-0.510419546679244,0.2004369500714,0.366294133239844,0.433268916688756,20.3,50,2.09278350515464,1.80497925311203
"SE32","2012",72.8,71.1,74.4,45.8,78.9,88.3,45.9,74,88.6,45.7,82.2,87.9,-0.51467728033128,-0.507496006561307,-0.487220903986855,-0.489098530321719,0.201587041602731,0.364829916725574,0.433583041671695,18.7,52.1,2.10112359550562,1.83962264150943
"SE32","2013",74.6,72.6,76.5,46.2,81.1,87,45.6,76.7,86.3,46.8,84.2,88.3,-0.5179925675752,-0.51467728033128,-0.507496006561307,-0.487220903986855,0.200378930090018,0.36441898841382,0.435202081496163,18.1,53,2.08045977011494,1.84466019417476
"SE32","2014",75.8,73.9,77.5,47,81.5,88.3,45.3,76.6,88.3,48.5,85,88.5,-0.518779076476698,-0.5179925675752,-0.51467728033128,-0.507496006561307,0.198349474352083,0.364587280465989,0.437063245181928,15.9,53.6,2.07142857142857,1.69058295964126
"SE32","2015",75,72.6,77.3,44.6,81.2,88.9,39.4,76,89.5,49.4,84.8,87.9,-0.523034532855336,-0.518779076476698,-0.5179925675752,-0.51467728033128,0.194822040975887,0.368591964745811,0.436585994278302,15.3,53.7,2.11034482758621,1.6359649122807
"SE32","2016",76,73.9,78,45.4,81.6,90.5,40.9,77.7,90.1,49.8,84.4,91,-0.531960170671821,-0.523034532855336,-0.518779076476698,-0.5179925675752,0.192502763218883,0.373867971619068,0.433629265162049,15.6,52.3,1.99363057324841,1.68260869565217
"SE32","2017",77.1,75.3,78.9,43.9,83.8,89.5,41.6,80.5,88.6,46.1,86.1,91.1,-0.528046406672819,-0.531960170671821,-0.523034532855336,-0.518779076476698,0.187451110107859,0.380520925991319,0.432027963900821,15.5,51.6,1.93125,1.66390041493776
"SE33","2006",72,70.7,73.1,48.1,76.7,83.9,50.6,73.4,83.2,45.8,79.2,84.7,0.447073800692838,0.364588529110206,0.364588529110206,0.335635849672018,0.203258792511248,0.383529461564511,0.413211745924242,12.9,58,1.73154362416107,1.63675213675214
"SE33","2007",73.7,71.8,75.4,48.7,78.7,85.4,48.3,76.2,83.5,49,80.6,87.7,0.438056121512222,0.447073800692838,0.364588529110206,0.364588529110206,0.20677270086134,0.380160586710501,0.413066712428159,17.4,53.4,2.22929936305732,1.63052208835341
"SE33","2008",72.1,69.7,74.3,46.7,78.2,84,43.2,75.2,82.1,49.8,80.6,86.3,0.452395321117534,0.438056121512222,0.447073800692838,0.364588529110206,0.209687825400684,0.377733365742116,0.4125788088572,17.1,53.4,2.15723270440252,1.636
"SE33","2009",70.1,68.1,72,45.6,75.1,84,42.6,71.8,83.9,48.7,77.7,84.2,0.336914391567062,0.452395321117534,0.438056121512222,0.447073800692838,0.211941142329587,0.374795131882441,0.413263725787972,17.5,52.4,1.94972067039106,1.70750988142292
"SE33","2010",69.2,67.6,70.7,40.3,74.5,84.6,38,71.7,85.4,42.7,76.5,83.5,0.44940543339292,0.336914391567062,0.452395321117534,0.438056121512222,0.214178297710431,0.372578920985403,0.413242781304167,17,53,2.06666666666667,1.67622950819672
"SE33","2011",72.4,72.5,72.2,41.2,77.6,85.9,43,75.5,87.1,39.5,79.1,84.1,0.51457131169837,0.44940543339292,0.336914391567062,0.452395321117534,0.216754408815814,0.369425748332495,0.413819842851691,15.1,53.4,2.1726618705036,1.54724409448819
"SE33","2012",72.1,71.8,72.4,41,77.2,85,42.5,73.7,85.9,39.6,79.8,83.7,0.513925234400476,0.51457131169837,0.44940543339292,0.336914391567062,0.217035930881053,0.368634382714168,0.414329686404779,13.6,53.3,2.19354838709677,1.48627450980392
"SE33","2013",73.5,72.3,74.6,42.4,77.6,86.5,40.9,74.1,87.2,43.8,80.2,85.5,0.502158293612294,0.513925234400476,0.51457131169837,0.44940543339292,0.216598053030512,0.368251073718982,0.415150873250506,13,53.2,2.11382113821138,1.46415094339623
"SE33","2014",74.3,73.6,74.9,43.1,79.3,86.5,41.6,76.3,87.8,44.4,81.3,84.8,0.471284032616225,0.502158293612294,0.513925234400476,0.51457131169837,0.215446326008819,0.368977038327096,0.415576635664085,12.7,51.9,2.15254237288136,1.40136054421769
"SE33","2015",74.5,74,74.9,44.8,79,85.2,40.9,75.8,87.1,48,81.2,82.3,0.466371477797834,0.471284032616225,0.502158293612294,0.513925234400476,0.212969598818576,0.372858902405351,0.414171498776072,13.3,49.7,2.01515151515152,1.44745762711864
"SE33","2016",77.2,77.9,76.6,48.9,81.7,85.6,50.8,79.2,87.5,47.5,83.4,82.5,0.475308871373696,0.466371477797834,0.471284032616225,0.502158293612294,0.209283288772966,0.37928705487617,0.411429656350864,12.7,50,1.86666666666667,1.47202797202797
"SE33","2017",77,77.2,76.8,48.2,81.8,86.8,47.4,80.3,87.4,48.9,82.9,85.8,0.520376694445156,0.475308871373696,0.466371477797834,0.471284032616225,0.204778189031315,0.384514062055134,0.41070774891355,11.7,50.6,1.828125,1.46209386281588
"SI03","2006",,,,,,,,,,,,,5.4,4.7,4.7,0.8,0.193566496306265,0.427337528814764,0.379095974878972,,,,
"SI03","2007",,,,,,,,,,,,,6.9,5.4,4.7,4.7,0.188372818883647,0.426990477103216,0.384636704013138,,,,
"SI03","2008",,,,,,,,,,,,,3.4,6.9,5.4,4.7,0.183336761663762,0.425702904766156,0.390960333570082,,,,
"SI03","2009",,,,,,,,,,,,,-8.4,3.4,6.9,5.4,0.173105268256158,0.426429508308309,0.400465223435532,,,,
"SI03","2010",65,61.2,68.5,41.2,68.3,85.8,35.5,63.7,84.8,47.1,71.9,87.3,1.7,-8.4,3.4,6.9,0.168645180184185,0.427437363051129,0.403917456764686,,,,
"SI03","2011",62.9,59.3,66.3,36.5,65.7,84.9,31.2,60.4,84.3,41.9,69.8,85.7,1,1.7,-8.4,3.4,0.163693855551563,0.426586090876425,0.409720053572012,19.3,61.2,2.23699421965318,2.13071895424837
"SI03","2012",62.9,59.7,65.8,36.1,65.6,83.7,31.1,61.4,81.6,41,68.8,86.8,-2.8,1,1.7,-8.4,0.158035329260476,0.422206551786058,0.419758118953465,17.6,61.2,2.22641509433962,1.96951219512195
"SI03","2013",61.3,56.8,65.5,34.1,63.8,81.5,26.9,57.9,79.9,41.3,68.4,83.8,-1.1,-2.8,1,1.7,0.153810741418861,0.418567302228676,0.427621956352463,17.5,60.2,2.10179640718563,1.95977011494253
"SI03","2014",62.5,58,66.6,35.3,64.9,80.6,32.2,59,77.3,38.7,69.4,85.2,3.2,-1.1,-2.8,1,0.148279837662208,0.417846012601212,0.433874149736579,17.5,58.9,2.08928571428571,1.89839572192513
"SI03","2015",63.6,58.9,68,35.6,65.6,81.6,29.5,59.9,78.1,42,69.9,86.3,1.8,3.2,-1.1,-2.8,0.141825896079789,0.417921461852575,0.440252642067636,16.3,58.9,2.26206896551724,1.70731707317073
"SI03","2016",64.3,60.3,68.1,31.1,67.3,82.4,26.1,60.9,81.3,36.4,71.9,84,2.7,1.8,3.2,-1.1,0.138947209037287,0.416684804871223,0.44436798609149,15,59,2.2043795620438,1.64928909952607
"SI03","2017",68.5,64.2,72.5,34.7,71,86.6,29.7,64.7,84.7,40.1,75.6,89.5,4.8,2.7,1.8,3.2,0.137671146840849,0.415660857550122,0.446667995609029,13.9,59.4,2.24193548387097,1.59615384615385
"SI04","2006",,,,,,,,,,,,,6.5,4.1,4.1,5.1,0.187684206203544,0.43238743875588,0.379928355040577,,,,
"SI04","2007",,,,,,,,,,,,,7.3,6.5,4.1,4.1,0.182945377595556,0.433910543452932,0.383144078951512,,,,
"SI04","2008",,,,,,,,,,,,,3,7.3,6.5,4.1,0.17836926885044,0.434992523904658,0.386638207244902,,,,
"SI04","2009",,,,,,,,,,,,,-6,3,7.3,6.5,0.178350767150557,0.433172453942797,0.388476778906646,,,,
"SI04","2010",67.6,64.1,71,37.4,69,87.2,32.8,64.6,84.8,42.5,72.5,90.5,1.3,-6,3,7.3,0.175524911648534,0.43416718638117,0.390307901970295,,,,
"SI04","2011",66.2,62.8,69.4,33.6,67.2,86.1,29.2,62.1,85.2,38.6,71.3,87.2,0.3,1.3,-6,3,0.171579199251346,0.433850369830715,0.394570430917939,13.6,57.7,2.29661016949153,1.47967479674797
"SI04","2012",65.5,61.5,69.4,32.3,66.1,84.6,26.5,59.5,83.6,38.6,71.3,85.9,-1.9,0.3,1.3,-6,0.166184757892175,0.430593728848362,0.403221513259463,13,57.2,2.37272727272727,1.44176706827309
"SI04","2013",65.5,61.9,69,33,65.6,83.3,27.6,60,81.6,38.5,70.2,85.5,-0.4,-1.9,0.3,1.3,0.162197919445185,0.429229889875395,0.408572190679419,12.1,56.6,2.32692307692308,1.40625
"SI04","2014",65.5,62.2,68.7,37.1,64.8,83.2,32.2,59.1,81.5,42,69.3,85.5,3.6,-0.4,-1.9,0.3,0.159080635998803,0.429129685848843,0.411789678152354,11.1,56,2.17647058823529,1.3695652173913
"SI04","2015",67,63.4,70.5,35.8,66.4,84.3,33.5,58.8,82.3,38.1,72.1,87.4,2.4,3.6,-0.4,-1.9,0.157053043442321,0.429076152264729,0.413870804292951,11.9,55.1,2.1743119266055,1.40520446096654
"SI04","2016",67.5,65.3,69.8,33.8,67.5,85.3,30.9,62.2,84.5,36.8,71.5,86.5,3.7,2.4,3.6,-0.4,0.153861432176472,0.428779944787194,0.417358623036335,11.1,53.9,2.20792079207921,1.36594202898551
"SI04","2017",70.1,67.6,72.6,36.3,70.3,85.9,31.9,64.9,84.8,40.5,74.5,87.4,5.4,3.7,2.4,3.6,0.152370119203328,0.428724406617861,0.418905474178811,11.3,53.4,2.22772277227723,1.3556338028169
"SK01","2006",69.8,64.8,75.2,25.1,74.8,87,26.1,69.6,80.7,23.8,80.3,93.1,6.1,3.5,3.5,2.9,0.203875072296125,0.414408219215513,0.381716708488362,7.4,64.2,2.7037037037037,1.18120805369128
"SK01","2007",71,65.7,76.7,25.5,76.3,85.6,25.1,70.3,79.4,25.9,82.5,92.8,12.9,6.1,3.5,3.5,0.196385199348972,0.419080137945163,0.384534662705865,8.5,63.5,2.53030303030303,1.22222222222222
"SK01","2008",72.1,67.7,76.8,24.3,76.5,86.5,26.2,71.4,82,22,81.7,91.9,4.7,12.9,6.1,3.5,0.188440230712457,0.42493872269857,0.386621046588973,8,62.8,2.28571428571429,1.25
"SK01","2009",71.2,66.9,75.7,21,75.1,84.1,23.1,71.1,78.3,18.4,79,91.1,1.1,4.7,12.9,6.1,0.179879501318738,0.432030856415996,0.388089642265266,7.1,63.7,2.61111111111111,1.18947368421053
"SK01","2010",68.5,64,73.1,22,70.4,83.4,20.1,65.6,78,24,75.1,90.3,4.9,1.1,4.7,12.9,0.172031739231495,0.438807180978338,0.389161079790167,5.8,62.3,2.67441860465116,1.14238410596026
"SK01","2011",70.3,65.6,75.3,25.6,71.3,83.7,24,66.2,78.8,27.4,76.3,89.5,0.8,4.9,1.1,4.7,0.163675087829833,0.445282984410918,0.391041927759249,5.8,60.6,2.21153846153846,1.1656050955414
"SK01","2012",71.6,66.7,76.8,20.7,72.8,84.2,21.1,67,78.9,20.3,78.6,90.7,1.3,0.8,4.9,1.1,0.155120499169958,0.452282328696548,0.392597172133494,5.4,56.6,2.4,1.12228260869565
"SK01","2013",70.6,65.5,76.2,20.8,73.1,82,20.3,66.6,77.2,21.4,79.4,88,3,1.3,0.8,4.9,0.147016068204155,0.461827158236383,0.391156773559461,4.1,58.5,2.34285714285714,1.09859154929577
"SK01","2014",70.9,64.7,77.5,21.6,72.5,82,22.9,65.1,75,20.1,79.8,90.4,0.1,3,1.3,0.8,0.140224406621505,0.471077801309115,0.38869779206938,4.9,57.7,2.20454545454545,1.12535612535613
"SK01","2015",71.5,66.4,76.9,24,73.9,80.7,25.2,69.3,72.7,22.8,78.2,90.7,5.8,0.1,3,1.3,0.133836461838956,0.479922238218815,0.386241299942229,4.6,56.4,2.02173913043478,1.125
"SK01","2016",74.9,70.3,79.7,24,76.7,85.1,24.2,71.5,79.8,23.7,81.6,91.7,3.1,5.8,0.1,3,0.127805793954474,0.487718661987187,0.384475544058339,4.9,57.6,2.10869565217391,1.13218390804598
"SK01","2017",75.2,72.5,78.1,22.5,77,84.5,24.8,75.2,78.9,20.2,78.7,91.9,2.1,3.1,5.8,0.1,0.122424781724235,0.495645951778658,0.381929266497107,4.3,56.7,2.5,1.09444444444444
"SK02","2006",62.3,54.7,70,19,70.1,85,20.1,61.9,78,17.4,77.8,91.8,15.8,6.1,6.1,6.8,0.218194098741692,0.42308850090307,0.358717400355238,11.7,77,2.87654320987654,1.6864406779661
"SK02","2007",63.6,55.8,71.4,18.8,71.3,84.4,18.9,62.3,79.7,18.7,79.9,89.2,10.3,15.8,6.1,6.1,0.213449097744192,0.42388283334989,0.362668068905917,11.4,76.2,2.98684210526316,1.59375
"SK02","2008",65.5,57.8,73.2,19.2,73.3,85.6,18.3,64.7,81.6,20.2,81.5,89.6,3.7,10.3,15.8,6.1,0.208642594537228,0.424463005292251,0.366894400170521,10.4,77.1,2.7972972972973,1.58730158730159
"SK02","2009",62.2,54.8,69.7,15.8,69.4,81.2,13.9,61.2,77.1,18,77.2,85.7,-8.6,3.7,10.3,15.8,0.203518880619763,0.42622618082868,0.370254938551556,9.7,78.2,2.88059701492537,1.55833333333333
"SK02","2010",61.1,54,68.2,14.8,67.4,80.8,13.6,59.1,77.5,16.3,75,85.1,6.1,-8.6,3.7,10.3,0.198485153269858,0.427483244865829,0.374031601864313,9,77.9,2.76923076923077,1.51587301587302
"SK02","2011",61.8,54.3,69.3,13.8,68.4,79.2,13.8,59.4,75.6,13.7,76.4,83.7,4.5,6.1,-8.6,3.7,0.192543265327687,0.428589606498896,0.378867128173417,8.4,77.7,2.8,1.48780487804878
"SK02","2012",61.9,54,69.6,14.4,68.6,74.1,14,59.2,69.6,15,77.1,80,2.7,4.5,6.1,-8.6,0.185448481722523,0.430542752194693,0.384008766082784,8.2,76.5,2.89473684210526,1.41304347826087
"SK02","2013",61.8,54.4,69.1,15.3,67.8,76.5,15.4,59.3,70.4,15.2,75.5,84.1,-1.6,2.7,4.5,6.1,0.179142389917337,0.433178785395407,0.387678824687256,7.6,76.5,2.71428571428571,1.40875912408759
"SK02","2014",63.2,56.6,69.7,18.3,69.1,78.8,18.4,61.5,74,18.2,76.1,84.2,3.7,-1.6,2.7,4.5,0.173151622241438,0.43687131095154,0.389977066807023,7.6,75.7,2.73214285714286,1.3758389261745
"SK02","2015",64.7,57.6,71.6,18.7,70.5,76.4,19.2,62.1,71,18.1,78.1,83.3,1.5,3.7,-1.6,2.7,0.167166465586536,0.440656888672251,0.392176645741214,9,74.6,2.5,1.46753246753247
"SK02","2016",67.3,61,73.5,19.6,73,77.2,18.8,65.4,72.1,20.5,79.6,84.5,2.9,1.5,3.7,-1.6,0.161846556305424,0.443093173894418,0.395060269800158,7.9,74.2,2.49206349206349,1.39873417721519
"SK02","2017",68.9,62.9,74.7,24.3,74.4,79.3,23.6,67.3,75,25,80.6,84.9,1.1,2.9,1.5,3.7,0.15621549798691,0.446598289046373,0.397186212966717,6.5,73.9,2.40740740740741,1.33128834355828
"SK03","2006",57.1,48.9,65.3,14.3,65,80.8,14.1,55.2,78.1,14.6,74.2,83.4,9.2,3.6,3.6,4.8,0.226998058106544,0.425775531307684,0.347226410585771,12.6,73.3,2.88505747126437,1.59183673469388
"SK03","2007",57.7,48.9,66.4,15.1,66.8,79.3,15.1,56,76.7,15.1,76.7,82.1,12.1,9.2,3.6,3.6,0.222877369513805,0.425781805831515,0.35134082465468,11.4,74.8,2.85,1.55944055944056
"SK03","2008",59.4,51.5,67.4,15.3,67.7,81.7,14.7,59,76,16.2,75.8,87.5,9.2,12.1,9.2,3.6,0.219169623186007,0.425550533207832,0.355279843606161,12.6,75.2,2.82022471910112,1.76068376068376
"SK03","2009",57,48.8,65,13.6,64.5,77,11.9,55.4,70.9,15.9,72.9,83.9,-5.6,9.2,12.1,9.2,0.214834403207974,0.426558194029604,0.358607402762422,11.3,74.9,2.96052631578947,1.55474452554745
"SK03","2010",56.3,49.8,62.8,15.5,62.6,73.6,14.3,54.9,68.4,16.9,69.7,79.7,7.7,-5.6,9.2,12.1,0.210492596957338,0.426154675156668,0.363352727885994,10.6,74.3,2.74025974025974,1.53472222222222
"SK03","2011",57.6,50.7,64.4,16.6,63.4,72.8,15.7,54.9,67.9,17.5,71,79.6,-1.3,7.7,-5.6,9.2,0.20466323107779,0.427375125801972,0.367961643120238,9.5,73.4,2.5,1.48407643312102
"SK03","2012",58,51.8,64.3,16.2,63.3,75.3,16.6,54.9,72.7,15.8,70.7,79,3.5,-1.3,7.7,-5.6,0.198187372101087,0.428945048093592,0.372867579805321,8.6,74.3,2.47826086956522,1.48251748251748
"SK03","2013",58.1,52.3,63.9,16.4,63.7,73.5,15.6,56.8,68,17.2,69.7,81,0,3.5,-1.3,7.7,0.19213466601728,0.431231098887634,0.376634235095086,8.1,74.3,2.58730158730159,1.42567567567568
"SK03","2014",58.8,52,65.5,18.8,65.8,71.1,16.7,58,64.5,21,72.8,80.8,2.8,0,3.5,-1.3,0.1871826971684,0.43447706219058,0.37834024064102,8.4,72.8,2.41428571428571,1.42944785276074
